k,topic,orig_x,orig_y,cluster
80,4,-0.053582605798,-0.0232141620797,6
80,5,-0.0284832254605,-0.0304904521356,6
80,6,-0.0750388847435,-0.0521638077543,0
80,7,-0.0474912106879,0.0414872185325,5
80,8,-0.0283219465771,-0.0386866958979,6
80,9,0.357815642322,0.0910127322284,9
80,10,0.0121039094933,-0.0557747769823,6
80,11,-0.0747625058787,-0.0790464882265,0
80,12,-0.0637530569269,-0.0269754170384,6
80,13,-0.0629692740225,-0.0156664841333,6
80,14,0.00399798856649,0.0218269033919,8
80,15,0.00655752561163,0.0271030532593,8
80,16,-0.0726798850478,0.0661893309264,5
80,17,-0.018781563024,0.0188444063338,2
80,18,-0.111767224708,-0.0901284477654,0
80,19,0.000619049634623,0.0111299875661,8
80,20,-0.0340828358769,0.0210989703747,2
80,21,0.0285846752068,0.0281399672081,8
80,22,-0.0902599141647,0.237740765443,4
80,23,-0.0690178090559,-0.00774583292355,6
80,24,-0.024403506624,-0.00737748580453,2
80,25,-0.00699271638739,0.0107390223371,2
80,26,-0.0423063287214,-0.0461368092492,6
80,27,-0.0332363207967,-0.00473270847704,2
80,28,-0.106927299578,-0.0742549605508,0
80,29,-0.0403844104477,0.0928035010052,5
80,30,-0.0293634862626,-0.0350178791411,6
80,31,-0.0271679778041,-0.0161099122349,6
80,32,-0.0461656224325,0.0499018318049,5
80,33,-0.0525531847408,-0.0296670896685,6
80,34,-0.0480230785604,-0.0246498259719,6
80,35,0.00860830677047,0.0244669751905,8
80,36,-0.0388492645585,-0.0344619271568,6
80,37,-0.0143002183366,0.000181857034831,2
80,38,-0.0661771998691,-0.0796110720345,0
80,39,-0.0196292013585,-0.0207716923076,6
80,40,-0.0561400664733,-0.0272399374929,6
80,41,-0.0196065147328,0.00575739412249,2
80,42,-0.089034951996,-0.074709959392,0
80,43,-0.0315388171122,0.0103941895381,2
80,44,-0.0370816961136,-0.0350207830151,6
80,45,-0.0458921341286,-0.0501813675073,6
80,46,0.00613955168963,0.0222736392896,8
80,47,-0.0328099547702,-0.055672130261,6
80,48,-0.0368548559208,-0.0238052883924,6
80,49,-0.0566251124657,0.0112990712432,2
80,50,0.0254808786218,-0.0145458738402,8
80,51,-0.026919268629,0.0909567243754,5
80,52,-0.0154637230691,-0.0445252608458,6
80,53,-0.0473540505004,0.0120367807172,2
80,54,0.192239264336,0.0131731908801,3
80,55,-0.0152520432005,-0.00759530754096,2
80,56,-0.0133329902354,-0.027721255346,6
80,57,0.279908701495,-0.0549378593877,3
80,58,-0.0768303206293,-0.0490010961096,0
80,59,-0.0585390399394,-0.0263033384828,6
80,60,-0.0246226342459,0.0257115280551,2
80,61,-0.0122724469596,-0.0215867934875,6
80,62,-0.0123095140855,-0.0177258500074,2
80,63,0.0194805890065,0.0130105800696,8
80,64,0.948363749138,-0.0285762415701,1
80,65,-0.0354659971157,-0.00683400269043,2
80,66,-0.0181973293217,-0.0429667948731,6
80,67,-0.027957519728,-0.0433401494028,6
80,68,-0.051476505566,0.0583870846245,5
80,69,-0.0710009808011,-0.0451549727734,0
80,70,-0.0135020579753,0.00568810186609,2
80,71,-0.0257271763773,-0.0102251191761,2
80,72,-0.0290714690655,-0.0348146297918,6
80,73,0.14668774772,-0.0213385523171,3
80,74,0.144316119324,0.0277852520788,3
80,75,0.0227083870719,-0.0174601924945,8
80,76,0.0157310384149,0.0150824951937,8
80,77,-0.0367741602571,0.0126169250477,2
80,78,0.239685544254,-0.084525354287,3
80,79,0.0200460540738,0.293100941758,4
100,0,-0.00768812693419,0.0100681269727,2
100,1,-0.0406976899842,-0.00820519972497,2
100,2,-0.0428260001886,-0.0223441296349,6
100,3,-0.0596564966081,0.0818649031643,5
100,4,-0.0540631162533,-0.038484325565,6
100,5,-0.0619510406478,-0.0141615014588,6
100,6,-0.0412562198202,0.0458352632306,5
100,7,0.00517186227665,0.0115645366397,8
100,8,-0.0300538258687,-0.0440024557236,6
100,9,-0.0144216455023,0.00336912193703,2
100,10,-0.0254865933303,-0.0119207302481,2
100,11,-0.000930791853221,0.00636808621346,8
100,12,-0.020459255677,0.00825819301811,2
100,13,-0.0633842926601,-0.0322982186006,6
100,14,-0.0394623675557,0.0152832000539,2
100,15,-0.0255340558413,0.00071588210995,2
100,16,-0.0293875978452,-0.00870541545836,2
100,17,-0.0255817848095,-0.0310507659608,6
100,18,-0.069795280776,-0.034318852701,6
100,19,-0.114981337523,-0.0772974282597,0
100,20,-0.0368031144949,-0.0219580402356,6
100,21,-0.0444692607489,-0.0250948529514,6
100,22,-0.0373841385798,-0.0577406637381,6
100,23,0.0559333134428,-0.0228397351235,8
100,24,-0.03451414754,-0.0517769841147,6
100,25,-0.0383685208848,-0.0133529960721,6
100,26,-0.0674274694434,-0.0339912908852,6
100,27,0.0132518740985,0.0708249788714,5
100,28,0.952967954194,-0.0287443910755,1
100,29,-0.019433860406,-0.037507430365,6
100,30,-0.0907765408592,-0.0629447153024,0
100,31,-0.117641013953,-0.0948286256435,0
100,32,-0.0520576578266,-0.00799921956401,6
100,33,-0.0242198268745,-0.0465351812618,6
100,34,0.0284220676797,0.00102409435863,8
100,35,-0.0700845788186,-0.0442835502626,0
100,36,0.15860533392,-0.0187235903285,3
100,37,-0.0248555781932,-0.00366764932947,2
100,38,-0.0293281086549,0.00533060144601,2
100,39,-0.0585965977971,-0.0696175415539,0
100,40,0.0446884517161,-0.0164005200141,8
100,41,-0.028407021121,-0.0492235590447,6
100,42,-0.0128509504927,-0.0210085567288,6
100,43,-0.046314492661,-0.0394367361803,6
100,44,-0.0524415626981,-0.0274772699888,6
100,45,0.0269801246126,-0.0176434444144,8
100,46,-0.0190732464479,-0.000822579312564,2
100,47,0.0456012400867,-0.0462528319857,8
100,48,-0.0388821115237,-0.0345088862351,6
100,49,-0.0199552093627,-0.0236983185293,6
100,50,-0.0267508664687,-0.00910557239287,2
100,51,-0.0291002936622,-0.025901676051,6
100,52,0.0795371094932,0.0638518559248,8
100,53,-0.0398054976184,-0.0610840429633,6
100,54,0.672050292782,-0.0188829774183,7
100,55,-0.0563623128377,0.104646200441,5
100,56,0.0361875328115,0.273634645571,4
100,57,-0.0659442643953,-0.0747751666958,0
100,58,-0.0511153390355,0.0469293263217,5
100,59,-0.0672688827921,-0.0549945014949,0
100,60,-0.0579498835701,-0.0112152814441,6
100,61,-0.0231247030433,-0.00731111420829,2
100,62,-0.0186162771861,0.0249888090229,2
100,63,-0.0708665440961,-0.0508541670098,0
100,64,-0.0705293405426,-0.0221060422858,6
100,65,-0.0638856177426,-0.0456579676517,0
100,66,-0.101551129562,0.192873319208,4
100,67,-0.00456671483556,-0.0146075916517,2
100,68,-0.0357319276119,-0.0069071088367,2
100,69,-0.00537937144552,0.0120613418746,2
100,70,-0.180801276843,0.274135414206,4
100,71,-0.0202595839851,-0.0124949449822,2
100,72,0.354228682084,0.120902017626,9
100,73,-0.0444122257099,0.0141900562861,2
100,74,0.0739750471401,0.00641956359808,8
100,75,-0.0324659694434,0.0172508859316,2
100,76,-0.0617483245193,-0.0271311093763,6
100,77,-0.0420629299524,-0.000279107265019,2
100,78,0.0221204120814,-0.0185397514623,8
100,79,-0.00390086824289,0.0710037877275,5
100,80,0.00773650963427,0.0191053525127,8
100,81,-0.0311912606709,-0.0509100609154,6
100,82,-0.0526943121819,-0.0777587389493,0
100,83,-0.0461672762654,0.0361673451798,5
100,84,-0.020137904432,-0.00106812645627,2
100,85,-0.0548187739378,-0.019362965746,6
100,86,-0.0348209486659,-0.0342791296013,6
100,87,-0.0577534698021,0.0127882761391,2
100,88,-0.0237066479951,-0.0223823261294,6
100,89,-0.0300747388304,0.0103692912304,2
100,90,-0.0231389848029,-0.0273842713152,6
100,91,-0.0280719282073,0.00563432804548,2
100,92,-0.00736675057967,0.0155759411187,2
100,93,-0.0746775830412,0.193966730814,4
100,94,-0.0264634797383,0.0623004020262,5
100,95,-0.0853800367184,0.0701518403129,5
100,96,-0.0312538159136,-0.0546096578237,6
100,97,-0.0288659199203,-0.0437868171036,6
100,98,-0.000252207062967,0.0244991096168,8
100,99,-0.0712906888862,-0.0648837828395,0
