k,topic,orig_x,orig_y,cluster
80,71,-0.0238446901114,-0.00895225015977,0
80,72,-0.0627970249259,0.0259883031523,7
80,73,-0.0367917726224,-0.00901451540825,0
80,74,0.268264827002,-0.0423598942837,5
80,75,-0.0254389874833,0.0711715406744,2
80,76,-0.0186773056663,-0.0313017043863,0
80,77,-0.0506169760317,-0.117309153258,8
80,78,-0.025860727338,0.0296725826296,7
80,79,-0.0453037695237,-0.0277365016048,0
100,0,0.00647465450355,-0.0249954434392,3
100,1,-0.0567990221171,0.128250947171,9
100,2,-0.0461429573992,-0.0414679575018,0
100,3,-0.0165506253128,-0.00264691617899,7
100,4,-0.106982835352,0.0200117179424,7
100,5,-0.0253891037596,-0.00565629903387,0
100,6,-0.0456990770435,-0.0275485844947,0
100,7,-0.0164661097581,-0.0101492799689,0
100,8,-0.0471542814719,0.0425467230854,7
100,9,-0.0423920367739,-0.0726471972508,8
100,10,-0.0579669236678,-0.020772861301,0
100,11,0.575773859508,0.030483765064,4
100,12,-0.0193456554543,-0.0228225584127,0
100,13,-0.01197516443,-0.0307977646172,0
100,14,-0.0345324436854,0.034790331063,7
100,15,0.0547297715871,0.00510713705083,3
100,16,-0.063419779517,-0.0390459331579,0
100,17,-0.0244033196664,-0.0191006651767,0
100,18,-0.0261072730862,-0.00642347310168,0
100,19,-0.0140135611273,0.00694137918524,7
100,20,-0.0317850775304,0.0307876444508,7
100,21,-0.0423480826109,-0.0356616997042,0
100,22,-0.0211314767452,-0.0200228424257,0
100,23,-0.0402952589447,-0.0602357476717,0
100,24,-0.055467219965,0.0194399711061,7
100,25,-0.0545952245084,0.0314705415193,7
100,26,-0.030866318828,-0.0409075608963,0
100,27,0.0566397607447,-0.0237915679558,3
100,28,-0.0537815895829,0.150288197255,9
100,29,-0.0264023111476,-0.00897343685657,0
100,30,-0.022042732025,-0.00384994215773,7
100,31,-0.0285593672843,-0.0213554492307,0
100,32,-0.00128201459399,-0.00675124762277,3
100,33,-0.0803531417645,0.097114842838,9
100,34,-0.0444855383994,-0.0447303347091,0
100,35,0.0278182292927,-0.0233565471054,3
100,36,-0.0253781887488,0.0300300721986,7
100,37,-0.0460353191979,-0.0236602942425,0
100,38,0.0225276020844,-0.01179661323,3
100,39,-0.0254378334143,-0.0479833711428,0
100,40,-0.0515951590315,-0.0203846576577,0
100,41,-0.0785754645316,0.173243327735,9
100,42,0.0321342824275,0.0438698215974,3
100,43,-0.021055492214,0.100639417701,2
100,44,-0.00125186309719,-0.0194038650971,3
100,45,-0.0379938239525,0.0426516969381,7
100,46,-0.034569320706,0.0421921178597,7
100,47,-0.044842244917,-0.108117278319,8
100,48,-0.0233895036583,-0.00626228781271,0
100,49,-0.0646994086942,-0.135834081406,8
100,50,-0.0144010795006,0.00956000642984,7
100,51,-0.0199656521207,-0.023262786811,0
100,52,-0.0466515274828,0.00539120932557,7
100,53,-0.0947728397928,0.203856921509,9
100,54,-0.0342129391594,0.0135226489455,7
100,55,0.62380270838,0.042703899356,4
100,56,-0.0292659583172,-0.0151178739085,0
100,57,-0.0167302990057,-0.0300113968332,0
100,58,-0.0578718449838,-0.0270293558557,0
100,59,-0.0579623157546,-0.0134600779782,0
100,60,-0.0444287955512,-0.0602921066708,0
100,61,-0.0162659518792,0.0260878091531,7
100,62,-0.0277448035786,0.0313915639833,7
100,63,-0.0619480174258,-0.0703366496302,8
100,64,-0.0220527603484,0.00406207025228,7
100,65,0.970677986849,0.0127316601434,1
100,66,-0.0408269917476,-0.00893298863419,0
100,67,0.0123801740672,-0.0464433259509,3
100,68,0.0137793472467,-0.0276429978891,3
100,69,-0.0472212799121,-0.0700642423051,8
100,70,-0.0419836980471,-0.0888931915115,8
100,71,-0.0793934294242,-0.00426875609053,7
100,72,0.0590852672055,-0.0619192946618,3
100,73,-0.0317743111585,-0.0386409768348,0
100,74,-0.0872759076237,0.106569246283,9
100,75,-0.034077593238,-0.0367562387127,0
100,76,-0.0148922050126,-0.041212716947,0
100,77,-0.0269572464007,-0.0208226454641,0
100,78,-0.0334124508579,0.0487862696619,7
100,79,-0.0371650652812,-0.0479272735199,0
100,80,-0.0407055397679,-0.0379694335712,0
100,81,-0.013885753233,-0.0276930770227,0
100,82,-0.047811149346,-0.00460624423946,7
100,83,-0.0264728716927,-0.0178893548418,0
100,84,-0.0796850974286,0.111061471891,9
100,85,-0.0169993639027,-0.0280249737647,0
100,86,-0.078059373374,-0.00257468292699,7
100,87,-0.0367086204792,-0.025978402301,0
100,88,-0.027197227472,-0.0116519662567,0
100,89,-0.0590507370612,0.145740576232,9
100,90,-0.0366450337019,-0.0241598030567,0
100,91,-0.0521670356338,0.0363184755655,7
100,92,-0.00702137710315,0.0265374722181,7
100,93,-0.0378269993942,0.0254892375885,7
100,94,-0.0509775632942,-0.00227434363075,7
100,95,0.0536390476096,0.0119562263273,3
100,96,-0.00909388077655,0.000661209219425,3
100,97,-0.106330553723,-0.117657687276,8
100,98,-0.0391517288573,-0.00231552072745,7
100,99,-0.0171514379998,0.095249698061,2
